Gene Symbol	Pearson	Spearman
MLX	0.245191875	0.257439613
PRKCE	0.186318592	0.257564976
PYGO2	0.236751786	0.257586297
ING2	0.273771073	0.257646566
PRPF40A	0.268942262	0.257817769
SUPT6H	0.299885269	0.25812585
RAB1C	0.150370568	0.258168813
USMG5	0.266914557	0.258185634
ALG9	0.270932678	0.258187185
SYCE1	0.610412686	0.258450688
RCL1	0.251726167	0.258467771
RBL2	0.294076647	0.258488291
DUSP28	0.248062045	0.258543417
ZNF526	0.284520028	0.258667933
NOL10	0.24813581	0.258701359
CEP95	0.27024158	0.258748269
PPP2R1A	0.259525788	0.258843532
CTU1	0.269848334	0.258856511
OLFM1	0.323894476	0.258920188
GFER	0.2254904	0.258939411
TMEM57	0.262619838	0.259028762
THOC6	0.282438159	0.259148793
LRRC17	0.68381446	0.259167798
GPR116	0.599713915	0.25916873
PANK3	0.189290114	0.259203766
DDX5	0.293356023	0.259259712
PRSS57	0.479316477	0.259320689
HNRNPA2B1	0.247484865	0.259341726
EPT1	0.240774791	0.259369931
PLEKHM1	0.214231735	0.259394968
HECTD3	0.288215078	0.25941058
RALGAPB	0.305687141	0.259411285
CTNNBL1	0.2565787	0.259440895
NABP2	0.243469466	0.25959869
MPC2	0.239369458	0.259871412
NCAPD3	0.230873821	0.260035673
LRP8	0.275978206	0.260099592
NUP43	0.253508456	0.260294639
WWP1	0.258845151	0.260582511
IDO1	0.455497817	0.260685187
SRSF6	0.243780269	0.261027361
TEX10	0.270040582	0.261051565
GORASP1	0.283141356	0.261130656
MED1	0.361741741	0.261358237
TRIM71	0.593891895	0.261396181
ATP6V1E1	0.339019772	0.261402416
TRMT61A	0.253695127	0.261410406
USE1	0.299860881	0.26147691
CYFIP1	0.442124792	0.261493125
SUDS3	0.25459241	0.2615084
FBXO45	0.3353283	0.261844429
CABLES2	0.356775022	0.261866989
LIN28A	0.449249986	0.261971046
MUC6	0.653136626	0.262033462
SCG5	0.450171048	0.262156448
ADAMTS5	0.305418593	0.262181831
MIB1	0.310559755	0.262246526
CDC42	0.22204955	0.262318435
RIT1	0.292156362	0.262332208
NFKBIB	0.24013663	0.26243973
MTCP1	0.209433292	0.262515263
EAPP	0.292742805	0.262728505
NOP9	0.281419229	0.262803939
ARAP2	0.316693395	0.262924493
JUND	0.244408971	0.26303036
CDH19	0.478828305	0.263122892
PAXIP1	0.322012534	0.26315103
NSMCE4A	0.250999843	0.263219415
REM1	0.579025267	0.263305366
DYM	0.260899575	0.26332287
UBR4	0.252054488	0.263660974
SIN3A	0.2849139	0.263699279
LONP2	0.286492912	0.263935216
SNRPA	0.274329911	0.263949786
CRIP1	0.275410177	0.263972886
SON	0.25202882	0.263997725
COQ6	0.285135507	0.264099009
TTI1	0.266403648	0.264108174
FBXO11	0.278260419	0.264133319
REXO4	0.269856619	0.264241182
TM2D1	0.271561842	0.264554498
ZNF668	0.288973758	0.264646583
RMI1	0.261935022	0.26465055
ROGDI	0.319447753	0.264772795
NFYB	0.268105204	0.26482186
ZNHIT3	0.250481696	0.264826952
FAM126B	0.301519335	0.264866943
CETN2	0.292139328	0.264945704
VIPAS39	0.287277797	0.265323344
ATXN7L2	0.163904842	0.26533687
TAF11	0.225716914	0.265396684
ITGB3BP	0.204546461	0.265469921
RPS27L	0.270242144	0.265640826
GLT8D1	0.288357113	0.265679825
FAM173A	0.195690112	0.2657407
HPS6	0.303364831	0.265936687
ACKR2	0.4397624	0.266524198
WDR92	0.222644348	0.266543238
INTS3	0.280250669	0.266596089
C5orf24	0.252483205	0.266610189
TPH1	0.895526416	0.266666667
DUOX1	0.425995547	0.266673098
CC2D2A	0.371844272	0.2667122
PET117	0.241145989	0.266802328
DDX12P	0.219579785	0.266808452
CLUAP1	0.268690049	0.267039688
EIF3F	0.262893796	0.267076658
LILRB4	0.7916479	0.267112129
LGR6	0.408680271	0.267156863
KIF20B	0.287057969	0.267268886
CSNK1D	0.257572042	0.267275757
SSR3	0.288757543	0.267305311
KPTN	0.302741033	0.267343491
FKBP8	0.287827511	0.267358185
PIGK	0.360101833	0.267427274
ZFYVE27	0.281784284	0.267529284
AP1S1	0.322525963	0.267563573
MTX2	0.268131904	0.267566393
AQP1	0.317856248	0.267691272
TTC3	0.283624711	0.267746804
NDUFB5	0.267410946	0.26779998
GTPBP4	0.272379108	0.267840399
RBM25	0.263390595	0.267935338
CCNL1	0.282311408	0.267969736
PRKDC	0.242183277	0.268016177
SLC41A2	0.369675352	0.26809753
LARP7	0.271217749	0.26817245
MLLT1	0.291538197	0.2681936
SYTL5	0.302707526	0.268222809
ERAL1	0.313230891	0.268261749
RNPC3	0.223820759	0.268532824
BLOC1S2	0.267271977	0.268773162
DDX6	0.287134221	0.268802948
CDH4	0.314880564	0.268803863
TRAPPC2L	0.265456266	0.269011155
MIS12	0.265679876	0.269124189
CEP85L	0.423635528	0.269215292
GPN3	0.233954551	0.269220632
PRDM8	0.341897304	0.26924692
TTC13	0.299856104	0.269358664
PRKAB2	0.317137411	0.269377732
KNSTRN	0.298875292	0.269554234
KRIT1	0.291890704	0.269564058
WRAP73	0.288001232	0.269580362
MTBP	0.27003482	0.269743414
AKR1C4	0.449089891	0.269848084
CNTLN	0.188768984	0.269853329
CDO1	0.297599728	0.270048741
TRIP4	0.39090478	0.270060653
OLFM4	0.384828963	0.270089059
STX18	0.316357468	0.270303405
CBR4	0.311838723	0.270558847
CFL1	0.257349499	0.270651201
PLEK	0.505933428	0.270691871
PRND	0.774461003	0.270695146
POLD2	0.265107659	0.270897478
CD79B	0.626499904	0.271046713
GYPA	0.410887785	0.27105269
DIRAS2	0.248398313	0.271159115
HSP90AA1	0.262092033	0.271260313
SMARCD2	0.290047599	0.271295328
PSMD13	0.246962137	0.271477686
MLXIPL	0.191262249	0.271525709
PPP1R12B	0.303938935	0.271620478
RGS1	0.658249363	0.271713566
FABP4	0.523253631	0.271780465
TXNDC9	0.283008239	0.271801982
JPH3	0.292930616	0.271977745
C1orf43	0.307135851	0.271987985
KLHL20	0.247704626	0.272015718
TEF	0.299890636	0.272344249
TOP1MT	0.217189983	0.272379195
PRDM16	0.265055492	0.272635102
PABPC1	0.294364809	0.272761006
PAGE1	0.438920087	0.272763823
AGO2	0.251766529	0.272849599
ACVR1B	0.276029173	0.272860685
SULT2A1	0.52102945	0.272870453
SEC13	0.267065957	0.272899654
DSCR3	0.255660008	0.273074129
FANCG	0.284229805	0.273173411
ZDHHC6	0.271531184	0.273203021
UBL7	0.270888546	0.273374608
DPY30	0.28993031	0.273473517
KAT7	0.308174634	0.273489027
MMP10	0.401430814	0.273688634
CIB1	0.285619296	0.273751519
PER2	0.257640938	0.273770492
DCTN4	0.258255227	0.273949856
RASIP1	0.2702001	0.274001947
FLT3	0.533404375	0.274002168
AP4S1	0.341460741	0.274050461
THEMIS	0.593359589	0.274151822
KIF24	0.23481568	0.274153529
CLCN6	0.295405928	0.274239805
CD2BP2	0.310948418	0.274263108
PDX1	0.416920499	0.274337477
EEF1A1P5	0.303030745	0.274434421
EMC9	0.26641246	0.274606345
CHMP4C	0.223115614	0.274625332
MYO7B	0.419237679	0.274904143
VPS29	0.260413502	0.274940369
SNAPC5	0.320043023	0.275023669
ELN	0.67855115	0.275123326
ARPP19	0.25246818	0.275240461
TCEB2	0.284151908	0.275270541
EIF1	0.290808455	0.275283935
NIPSNAP3B	0.303043353	0.275350118
LRWD1	0.301440486	0.275520108
COL6A3	0.655895405	0.275687661
PIGG	0.306243833	0.275701107
GCC1	0.280356367	0.275948037
FKBPL	0.274287208	0.276056504
MYO9A	0.269962262	0.276282017
NXF1	0.264798738	0.276329908
NOMO2	0.298502851	0.276386542
NBN	0.293452955	0.276388422
COA5	0.271415897	0.276398989
VSIG10L	0.512561415	0.27642215
MED26	0.227567633	0.276512892
NUP98	0.269898332	0.276514851
FLYWCH1	0.273734208	0.276582297
FBXO42	0.302765514	0.276630533
MARK1	0.251609203	0.27672452
TIE1	0.661191671	0.276811594
UFD1L	0.297774935	0.276814942
ACTR2	0.304458366	0.276820347
PHPT1	0.320756877	0.276833742
MERTK	0.278537954	0.276847607
HAX1	0.32299762	0.276852072
CENPW	0.278492914	0.277177608
ASB8	0.547983153	0.277264957
MEAF6	0.265346794	0.277363896
EIF2B5	0.283060399	0.277419825
TMEM201	0.325699166	0.277560118
PCNX	0.309919999	0.277621035
LSM12	0.269029578	0.277656937
C16orf72	0.455762772	0.2776979
ATG12	0.247470872	0.277809885
F13A1	0.377992903	0.277842848
SRSF3	0.297299163	0.277876424
USP51	0.211443396	0.277938988
UTP20	0.288142299	0.277967368
CCNT2	0.297784424	0.277982777
DDX47	0.181666212	0.278076957
CENPH	0.274675902	0.278098262
VPS72	0.269603901	0.278162181
METTL2A	0.322029577	0.278183455
FBXO9	0.352997975	0.278198337
VPS13A	0.309634463	0.278407518
CSNK1G1	0.268403288	0.278439168
YTHDC1	0.258366883	0.27867142
BAG6	0.28514236	0.278734634
PDDC1	0.296885182	0.278736362
TUBA1C	0.311279997	0.278918167
VPS41	0.27213438	0.278924277
MED28	0.26059154	0.278932267
POU4F1	0.353254961	0.279010613
CSNK1G3	0.336523534	0.279207689
IRF9	0.23041337	0.279270902
DPP8	0.285101392	0.279363426
C7orf26	0.259758127	0.279450973
RHOT1	0.303403229	0.27947229
HAUS3	0.266714952	0.279544081
ZBTB14	0.28692574	0.279629644
HERC1	0.118922746	0.279723607
POLR3F	0.330503312	0.279733372
UBE2F	0.296860703	0.279762519
NDC1	0.262983281	0.279798936
WDFY4	0.676059732	0.279859441
BTBD1	0.321359158	0.279872367
ZNF888	0.318553637	0.280010544
TRIML2	0.460812125	0.280045739
CLN3	0.243887343	0.280080326
KIF4B	0.30315609	0.280099733
RBMX2	0.283060499	0.280105138
BABAM1	0.319395625	0.280180572
FAM193B	0.294962653	0.280233345
FASTK	0.231928469	0.280298259
CCDC15	0.170741028	0.280360104
USP34	0.261264243	0.280475562
BZRAP1	0.390709871	0.281085363
BAZ2A	0.276023654	0.281194585
PAX8	0.531934115	0.281211221
ZSCAN20	0.260585945	0.281291173
SNAPIN	0.237441939	0.28137672
TMCO1	0.472018693	0.281446972
CEP164	0.259826098	0.281521576
CENPO	0.247994095	0.281665852
TRA2B	0.261756372	0.281868792
TRMT44	0.395247902	0.281891348
FAM21C	0.262416747	0.281946295
SOS1	0.352672663	0.281972728
HECTD4	0.274851007	0.282032701
ZBTB40	0.318257921	0.282074231
KCNN3	0.375997896	0.282110011
KLHDC7B	0.526965762	0.282129435
NUF2	0.280959416	0.282303771
DDRGK1	0.281419971	0.282357586
CRH	0.672680732	0.282387458
WDR61	0.309499103	0.282516914
WDR12	0.270964367	0.282624073
CD180	0.423024228	0.282814946
AIMP1	0.223668022	0.28283839
FCER2	0.583511779	0.282956359
FZD4	0.35125527	0.283193277
SRSF7	0.280326202	0.28324846
MRTO4	0.219343282	0.28325645
FSTL4	0.823809131	0.283333333
GINS2	0.321344546	0.283539617
MAP3K3	0.277228569	0.283543787
PPDPF	0.366588014	0.283743269
LUC7L3	0.265972562	0.284038991
SPATA2	0.252229207	0.284340083
ESPL1	0.185860335	0.28436678
BBS2	0.314081882	0.284367246
POLR3C	0.267002088	0.284399946
ABCB4	0.25742454	0.284435186
OSTC	0.29843991	0.284491482
RRP1	0.280033385	0.2845205
KIAA0100	0.335236377	0.28469382
CCT2	0.288279479	0.284853256
NR1H2	0.288889473	0.284979954
CCDC12	0.341973905	0.285313381
ARHGAP11A	0.325600558	0.285432829
PDGFD	0.313888915	0.285437284
C4orf33	0.313757475	0.285499728
UCKL1	0.258179714	0.285512238
GINS1	0.282574098	0.285513069
CUL3	0.28354382	0.285593967
COMMD10	0.348453738	0.285645432
ZFAND5	0.265834294	0.285771155
INSL4	0.575435521	0.285992736
FMO5	0.435556392	0.286005626
IL17C	0.387475262	0.286009331
H2AFX	0.270903817	0.286128116
PDCD11	0.285153711	0.28622
RAD1	0.285575069	0.286312455
FTSJ1	0.322015355	0.286362173
LLPH	0.290565563	0.286413872
BCLAF1	0.272348548	0.286640645
TRHDE	0.40748169	0.286687096
EHMT2	0.283694277	0.286837807
HEATR5B	0.295775529	0.286839886
RNF115	0.325026942	0.286889216
MUL1	0.279528849	0.28694123
DPF2	0.348253892	0.28704296
TMEM199	0.324858311	0.287106004
UPK2	0.467084913	0.287220026
ALYREF	0.29687752	0.287237773
EEF1A1	0.236767539	0.287363829
MMP13	0.338610233	0.287713876
GATAD1	0.284596156	0.287725766
MCM3	0.286932922	0.287728682
ARHGEF38	0.309630888	0.287740272
HSP90AB1	0.274524133	0.287752181
KIAA0226	0.241759138	0.287754159
SLC25A28	0.344657258	0.287855232
CNTROB	0.272506066	0.28790234
PLA2R1	0.37885173	0.287925697
AP2B1	0.278702924	0.288094102
GOLGA8Q	0.481884914	0.288126549
DKK4	0.735090409	0.288176989
PRKAA1	0.285866121	0.28828868
WSB1	0.36141278	0.288461538
COL21A1	0.588516846	0.288648717
KAT6B	0.333065207	0.288824709
BRAF	0.272883422	0.288948594
TFE3	0.28465544	0.289100372
GCG	0.619954122	0.289161879
NCAPG2	0.279763516	0.289175794
SFT2D2	0.264725141	0.289275667
BLZF1	0.322486152	0.289302771
SSU72	0.350077616	0.289479646
INTS9	0.279583249	0.289524765
RNPEPL1	0.323242009	0.289565217
MUC2	0.725515442	0.289578715
KIAA0753	0.273819842	0.289709102
PTGDS	0.592457289	0.289796205
CCDC130	0.293298847	0.289870106
ZNF460	0.316414254	0.290031296
PIK3CA	0.292701172	0.290035916
SFSWAP	0.312298342	0.290040114
NEFM	0.295081846	0.29011758
PITPNM2	0.308167561	0.290166531
DIEXF	0.301099815	0.290181582
DDOST	0.34141425	0.290303311
CHTOP	0.272191177	0.290421984
BMP7	0.324474674	0.290441176
UFM1	0.297421253	0.290569147
UBE3B	0.273156903	0.29070801
HIPK3	0.315791453	0.290862291
MPO	0.47457507	0.29088583
KLHL41	0.575153406	0.290925556
PLD6	0.206231911	0.291042333
DNAJA1	0.255681104	0.291120396
REEP4	0.278807739	0.291303758
CBWD2	0.311786404	0.291359906
KDELR1	0.270873415	0.291424194
ACTL6B	0.5525644	0.291510678
HSPA8	0.262274891	0.291691439
MON2	0.336740279	0.291738674
ZNF317	0.363313234	0.291785881
ARIH1	0.3187345	0.291884137
APC	0.343105032	0.291967214
CHCHD3	0.332074755	0.291973201
THOC2	0.2808936	0.292008216
RPL30	0.256249448	0.292036646
TRAIP	-0.068355722	0.292053664
PMM1	0.284007112	0.292105269
NUTF2	0.28450273	0.292259897
MYO1G	0.534541391	0.292304679
NFKBIL1	0.302959662	0.292541867
NDUFA8	0.305995148	0.292700282
ART3	0.523334337	0.292770022
CALCA	0.734927057	0.292889593
GEMIN8	0.291263229	0.292917427
TPX2	0.32391897	0.29292071
VPS35	0.283338223	0.292975229
CLIP4	0.27243203	0.29312996
GPBP1	0.26303973	0.29319156
MEF2B	0.774070288	0.293200917
PPIE	0.357989691	0.293270855
ARL6IP1	0.278955731	0.293325024
HPD	0.679491318	0.293440908
MBIP	0.325802557	0.29370137
VPS45	0.319772977	0.293739205
SHARPIN	0.278511885	0.293763395
STAG2	0.378909886	0.29376435
L1TD1	0.601162582	0.293805037
MYOD1	0.78523005	0.293865218
CENPT	0.281119204	0.293866106
TTC14	0.353651584	0.293902036
VPS13D	0.266752375	0.29403111
TTLL5	0.022253476	0.294117647
LRRN4CL	0.572072768	0.294117647
CDH12	0.489915856	0.294149526
ERN2	0.556032768	0.294219426
LYZ	0.567239455	0.294371281
INPP5E	0.220334015	0.294466403
CCT6A	0.284314974	0.294499891
GFRA2	0.662997413	0.294631168
SMC6	0.307898798	0.294671909
RMND5A	0.327521255	0.294694703
DSCC1	0.28614244	0.294715148
CSTF2T	0.290358922	0.294730188
MRPL46	0.319947626	0.294823247
LARGE	0.303074464	0.294871795
VPS53	0.312473001	0.294998555
TRIM63	0.529590915	0.295025098
DCAF15	0.351950861	0.295151178
CPSF4	0.314175961	0.295185378
RPE	0.299950858	0.295240367
GPX4	0.324002773	0.295249767
THRAP3	0.280352966	0.295366325
RACGAP1	0.318211342	0.295416615
CNNM1	0.296536469	0.295430755
CLIC6	0.279743229	0.295484484
TIPIN	0.273025814	0.295567146
MIF4GD	0.321093781	0.295585813
ZBTB11	0.313376311	0.29558795
SLC25A14	0.276171623	0.295596489
TPRA1	0.342067237	0.295685287
IFT172	0.289679403	0.29583309
NUP214	0.284885946	0.295887712
SNW1	0.327225467	0.296040062
COX5A	0.310398555	0.296080952
KLHL8	0.242521772	0.296081277
IL33	0.563008482	0.296246469
GNL3	0.303487392	0.296334279
GJA5	0.475096552	0.296334577
GSDMB	0.547937786	0.296402727
PNPLA2	0.288794775	0.296404212
SPCS3	0.338268011	0.296573036
SH2B1	0.288365325	0.296708694
ILDR2	0.286868742	0.296817229
POLR1B	0.264277668	0.296937282
PHKG2	0.305426456	0.296971097
MNT	0.30042691	0.297027359
BCAN	0.371854558	0.297101449
DENND4B	0.423269435	0.297110739
CREB1	0.335958449	0.297137734
ZWINT	0.297360246	0.297182828
KDM1A	0.30660202	0.297322442
FNTB	0.333497061	0.297345472
SDHB	0.304895075	0.297419966
SZRD1	0.284164287	0.297486
POLDIP2	0.312785368	0.297551799
SPATA5L1	0.292489367	0.297583054
FAM134C	0.303878774	0.297592219
VPRBP	0.277581593	0.297664833
KLHL25	0.498757913	0.297767107
TMEM30A	0.359256498	0.29788103
TAF1C	0.303644598	0.297931348
ZNF383	0.303555731	0.298069498
CXXC1	0.299822216	0.298109448
NFYA	0.357404157	0.298180444
SPPL2B	0.318258313	0.298216127
DDX51	0.287931055	0.298239401
SIKE1	0.324572849	0.298293586
NCOA6	0.310766288	0.29836019
PHKB	0.330871541	0.298409197
TEP1	0.327405267	0.298432568
TMEM161A	0.287957713	0.298459806
CEP44	0.369327971	0.298488968
C9orf156	0.292360603	0.298584299
SEC11A	0.341311974	0.298595657
MUC17	0.577019289	0.29859944
HTR2B	0.244546351	0.298630575
KLC4	0.30233333	0.298653466
WAS	0.674948059	0.298786706
TOPORS	0.283726201	0.298824117
NOM1	0.332473413	0.298878446
CCNDBP1	0.342394962	0.298934773
SNRNP48	0.315712984	0.298986892
SPAG7	0.327117598	0.299035337
PFDN2	0.311783669	0.29912816
MPHOSPH9	0.269952096	0.299151525
PRDM15	0.2997572	0.299210468
ZBTB1	0.274078824	0.299284054
ALKBH7	0.317558783	0.299291344
PASK	0.392487176	0.29932156
PPP1R11	0.309793575	0.299384376
UBE2L3	0.366487647	0.299451987
RCSD1	0.695630462	0.299459506
ATP6V0D1	0.308303192	0.299471491
DNM3	0.349745996	0.299508468
FAM175B	0.30091272	0.299621655
MCTS1	0.357462937	0.299780748
EHD3	0.241880796	0.299830978
SP3	0.311938827	0.299840437
EDNRB	0.578641531	0.299892283
LYRM5	0.474727266	0.299980902
SCLT1	0.259895122	0.299982494
DNAI1	0.250084271	0.3
WNT7B	0.39481816	0.3
VPS8	0.27674106	0.300059924
CLK2	0.245828232	0.300064164
CDK11B	0.340669396	0.300113504
UBE2V1	0.28743796	0.300163793
PRAM1	0.701677207	0.300527009
FARSA	0.317654634	0.300684077
HNRNPR	0.29725949	0.300868785
KATNA1	0.314974945	0.300956293
KIAA0101	0.332282382	0.300970768
ETAA1	0.319042328	0.301105128
C18orf8	0.284022603	0.301114506
AAMDC	0.299842866	0.301201541
HAUS8	0.322524493	0.301305233
SLC36A1	0.409291518	0.301317523
CNTN5	0.532388578	0.301371964
ZGPAT	0.155497078	0.301646568
PHF20	0.295788198	0.30185414
SBNO2	0.331102767	0.301906273
MZT1	0.312588703	0.302227707
RHOA	0.278848147	0.302269838
PRKAG1	0.320918144	0.302400496
C6orf136	0.340374144	0.302446145
XBP1	0.215401669	0.302451218
BRIP1	0.308645649	0.30247864
ELP6	0.289577279	0.302498232
C20orf24	0.302831958	0.302543895
ADAMTS4	0.436773364	0.302549233
ZYG11B	0.29878032	0.302550336
MPPE1	0.441253427	0.303000797
CD19	0.683696504	0.303117067
DDX17	0.33177985	0.303137683
NEK8	0.352197961	0.303247863
AMPH	0.407000481	0.303332078
PCSK2	0.627154387	0.303535074
TXNDC17	0.304301905	0.303543423
TGFBRAP1	0.266102734	0.303619499
RAD50	0.318287792	0.303771
ATP5B	0.297017883	0.303839854
RANBP6	0.332363436	0.303852731
FICD	0.435780378	0.303921569
BRD2	0.357026277	0.304028792
RNF123	0.297482373	0.304156088
TSEN34	0.29924627	0.304160336
INCENP	0.350394579	0.30420269
ZNF841	0.314754537	0.304247104
PTPDC1	0.316235868	0.304434389
BCL2L12	0.432104442	0.304533396
UBXN8	0.326892575	0.304577816
2-Sep	0.334003982	0.304702764
GEN1	0.297439958	0.304734163
TMEM194A	0.31258216	0.304790216
SLC35E2B	0.308500624	0.304795439
MLST8	0.289534314	0.304816502
PPP1R15B	0.342635875	0.30487504
NAPSA	0.653819863	0.304999204
EIF2S2	0.305452125	0.30503646
TYRO3	0.323092642	0.305057997
SRFBP1	0.310089233	0.305106254
UBL5	0.3725267	0.305112129
HJURP	0.286653101	0.305114244
IGJ	0.646649973	0.3051445
TSC22D2	0.278502077	0.305168903
MAB21L1	0.523340071	0.305253236
PIP5K1C	0.263646578	0.305349676
CEACAM7	0.551626675	0.305358196
STIL	0.252103025	0.305456008
DIABLO	0.271536945	0.30546241
TBRG4	0.303292095	0.305552749
CLEC2D	0.545138495	0.305567301
EED	0.304671627	0.305737456
SYF2	0.33148957	0.30587211
WNT5B	0.40938615	0.305919552
GNAS	0.328170943	0.305929838
AP2M1	0.327570103	0.306028618
F7	0.589194783	0.306036779
ZFAND6	0.335057436	0.306051413
LRRC41	0.324143162	0.306100145
ARL5B	0.304118284	0.306132
HNRNPDL	0.324100694	0.306319309
BRPF3	0.360596997	0.306423081
YIPF3	0.326131105	0.306511384
EPHA5	0.31503834	0.306649856
CELF3	0.279149834	0.306658579
ZNF430	0.230277235	0.306724722
IL10RB	0.239247555	0.306759495
MTG2	0.303767733	0.306932822
COMMD8	0.307984349	0.307082535
POM121	0.296156375	0.307113835
MMGT1	0.429591288	0.30712723
CHERP	0.311897328	0.307216999
CYP3A7	0.285973967	0.307239018
TMEM194B	0.363601637	0.307313643
C1orf159	0.293575173	0.307332767
HADHA	0.30949261	0.307557275
VPS11	0.349209534	0.307655974
CRTC2	0.371140359	0.307767365
PSMC3IP	0.295132365	0.307806783
C1GALT1C1	0.375007387	0.307881465
ZFX	0.272702708	0.307910514
SNX19	0.409775149	0.30793596
U2SURP	0.290792428	0.308047009
EPHA8	0.292407662	0.308104964
FANCB	0.293625459	0.308307308
DIDO1	0.32131637	0.308449089
UNKL	0.314738222	0.308508332
FIGNL1	0.325868602	0.308535855
UBE2B	0.277569725	0.308596453
MTERF	0.203241655	0.308634008
ZBTB3	0.373954121	0.308634008
PELP1	0.300660135	0.308634972
SURF6	0.30827355	0.308755995
PEX5L	0.670538178	0.308767182
PRR14	0.325318104	0.308791006
HSD17B13	0.623755912	0.308823529
ORC3	0.391359835	0.308836129
AMBP	0.446901858	0.308876121
CAND1	0.430044839	0.308901459
ULK1	0.232040461	0.308958677
NELL1	0.717951157	0.308995262
PRDM10	0.257379069	0.309040107
MCM7	0.296922189	0.309076062
ADIPOR1	0.308589737	0.30907868
UVSSA	0.324175807	0.309131094
NOL12	0.318403579	0.309141391
ATP5D	0.317016491	0.309218235
C14orf80	0.112038426	0.309399461
CIAO1	0.319511355	0.309543471
GRP	0.713606068	0.309545268
GPAM	0.345789678	0.309601044
NSUN4	0.326853896	0.30960645
GMEB1	0.34866383	0.309608565
HP1BP3	0.347480356	0.30962149
ESPNL	0.591877266	0.309681353
YIF1B	0.26944127	0.309812215
AP3S2	0.304522325	0.309830563
NELFB	0.283968462	0.309853667
MDM1	0.281343106	0.310076574
RAE1	0.341689053	0.310116159
BCL6	0.542469321	0.310119924
DGCR8	0.311405927	0.310130259
NDOR1	0.317002093	0.31016259
EIF4G1	0.296741106	0.310177258
FNBP4	0.2977915	0.310195588
CDK7	0.302204333	0.31022117
RHBDD1	0.453407581	0.310373021
ASUN	0.333316693	0.310568764
GTF2IRD2B	0.196497954	0.310682111
SRRT	0.318098861	0.310760991
SMG5	0.331922374	0.310803761
SCGN	0.668990889	0.310837612
KMT2D	0.241695923	0.311115837
TSNARE1	0.521754838	0.31125192
NIN	0.30357708	0.311278998
RBM6	0.318152908	0.311287855
TSPYL1	0.317520776	0.31130783
DDX27	0.326314195	0.311437783
AP2S1	0.316822912	0.311448358
ZNF562	0.294456036	0.311523919
PIGM	0.3250242	0.311525081
RFNG	0.323649579	0.311535523
DCAF17	0.326385131	0.311535523
UBXN2A	0.31463013	0.311542315
FOXD2	0.358133651	0.311635945
PKNOX1	0.368608069	0.31170418
POLR3D	0.300218087	0.311767249
KIAA0195	0.335450582	0.311774043
TRIM68	0.592621124	0.31188518
KIFAP3	0.363525431	0.311895309
R3HDM4	0.270393389	0.311935813
RBM15	0.300531689	0.312021986
BDP1	0.378200616	0.312024922
SCYL2	0.298141573	0.31212609
MUM1	0.3264573	0.312128225
NAPB	0.481690979	0.31214216
RBM22	0.327101854	0.312174265
SOX10	0.728619144	0.31220328
RDH14	0.335285229	0.312212569
SF3A2	0.363308186	0.312221029
SUGP1	0.314140777	0.312401742
PGGT1B	0.341649048	0.312608774
PLEKHA8	0.285477275	0.312688972
ANXA10	0.663389966	0.312697302
SV2B	0.633081044	0.312763281
HIRA	0.337465493	0.312804292
WTAP	0.308876431	0.312812987
ITGAL	0.698456554	0.3128131
CEP63	0.302876572	0.312832702
TMEM248	0.35466845	0.312989518
WDR11	0.356337906	0.313058089
SART1	0.359160839	0.313173473
BRCA1	0.337069395	0.313211072
MLANA	0.657880566	0.313353265
AURKA	0.318679923	0.313381915
MPZ	0.430955976	0.31346733
C10orf76	0.414572768	0.313487627
FER1L6	0.260499071	0.313494682
HN1	0.322211806	0.313546413
CCT8	0.30430998	0.313570618
LSM11	0.367518282	0.313577084
KIAA0226L	0.458792091	0.313601128
RFWD3	0.292416421	0.313644656
TPT1	0.318450903	0.31381525
SERPINA2P	0.421561749	0.31384723
BIRC7	0.509642105	0.313892065
CUL9	0.35482563	0.31391329
C9orf91	0.286301684	0.31397893
STRADB	0.527883779	0.314005602
AKIRIN1	0.407337567	0.314028314
AVEN	0.303006753	0.314113931
ITGAM	0.459135938	0.314122356
KIAA1033	0.329238437	0.314146596
RBMX	0.333550886	0.314150356
C2orf49	0.30035319	0.314184665
DYNLL1	0.371635492	0.314524706
NAPEPLD	0.286387427	0.314811597
JMJD7	0.270164854	0.314825751
WNT7A	0.52760652	0.314926496
TMEM126B	0.294417693	0.315023427
SRSF11	0.33128966	0.31504781
DMAP1	0.318125743	0.315105619
POLR1C	0.342996436	0.315105854
HDAC2	0.33867031	0.315201263
CCDC59	0.327641724	0.315275992
MRPS36	0.281101267	0.315300902
SMYD5	0.337652856	0.315364343
OS9	0.388515227	0.31545365
BLOC1S6	0.37176403	0.315520541
AAED1	0.453067055	0.315552563
PHB2	0.339102255	0.315675253
ADCK5	0.347661977	0.31569743
THBS2	0.462884792	0.315733527
ATP6V1G1	0.325584477	0.315770994
GREB1	0.41832674	0.315957805
TAF1B	0.323635574	0.315993004
CDC20	0.345883773	0.315995554
IKBKG	0.335218525	0.316031038
TBC1D17	0.341621222	0.316046612
ZNF616	0.375164608	0.31627773
LEPROTL1	0.331286664	0.316307391
KIF18A	0.342759187	0.316334884
TESK1	0.273857265	0.316344916
ALG10	0.272762714	0.316425748
CIC	0.32084802	0.316456383
PER3	0.268603885	0.316561845
PPP1R35	0.334364937	0.316609772
FBXL20	0.411710212	0.316624876
DDX52	0.373176414	0.316740495
KLF1	0.462067059	0.316741109
